training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
112.05258,0.43013346,0.017924594,0.13199003,-100.86769,100.86769,0.06412993,-69.313866,-100.86927,-101.28707,26.782791,-13.321734,194.27133,110.00283,0.3743761,0.016814016,0.1320579,-99.54005,99.54005,0.7154543,-11.291402,-99.55238,-101.31704,0.12145195775032043,18482.416261672974,170000
110.610855,0.41471723,0.01658383,0.13285263,-100.24584,100.24584,0.106463924,-21.870235,-100.25109,-101.35886,29.80708,-14.938767,203.2558,110.01543,0.41321537,0.017420076,0.13655218,-99.15016,99.15016,2.341425,-12.501243,-99.18091,-101.34358,0.12166953129768372,19090.76394701004,175000
110.70407,0.39454898,0.01731901,0.12792298,-99.91811,99.91811,2.6242564,-35.79379,-99.92787,-101.29409,22.471098,-19.485592,241.483,111.64459,0.39538348,0.018823555,0.12920004,-99.95508,99.95508,1.8747627,-44.872272,-99.92375,-101.248215,0.1205509421825409,19693.518689870834,180000
111.0719,0.42141324,0.017947271,0.13423976,-99.882126,99.882126,0.33283085,-5.375043,-99.87889,-101.26589,49.870396,-19.603313,239.11812,111.74316,0.36613843,0.018158715,0.13568215,-100.48179,100.48179,0.3480703,-64.33131,-100.48015,-101.22247,0.1162980110168457,20275.008791923523,185000
111.39714,0.42312524,0.018532239,0.1407414,-99.854675,99.854675,0.27717102,-4.57195,-99.857216,-101.40611,33.50279,-21.95227,260.08127,110.88337,0.36829576,0.017830478,0.13716693,-99.81679,99.81679,1.7276702,-4.461557,-99.79609,-101.40428,0.10881170887947082,20819.067374944687,190000
111.13769,0.4464777,0.017105743,0.14046332,-100.427765,100.427765,0.49815196,-73.805626,-100.41318,-101.27001,18.540037,-36.68758,225.25305,109.717606,0.45077366,0.01684017,0.13571611,-99.16273,99.16273,4.881748,-14.734885,-99.19223,-101.224846,0.07873578124046325,21212.74630331993,195000
109.827156,0.38287753,0.016211763,0.12613533,-99.717224,99.717224,0.349819,-5.160561,-99.7142,-101.050804,24.263197,-25.459116,244.34322,110.17737,0.41911322,0.015271763,0.12826848,-100.5952,100.5952,0.13597566,-72.12791,-100.5966,-101.04947,0.04181365208625793,21421.814582824707,200000
111.12133,0.4250379,0.017357942,0.13506109,-100.281525,100.281525,0.39752448,-35.808113,-100.29866,-101.2389,25.594952,-15.499027,214.09949,110.84133,0.4222235,0.017357653,0.13128741,-100.00452,100.00452,3.87049,-24.65008,-100.005325,-101.24889,0.28857785534858704,22864.703887701035,205000
111.52316,0.39709747,0.01803276,0.14387895,-100.30641,100.30641,0.071760066,-48.041992,-100.32155,-101.19271,23.432287,-14.441872,215.68086,111.24877,0.41749865,0.017919885,0.13902475,-100.079346,100.079346,0.1494797,-8.856053,-100.088234,-101.21587,0.1161938133239746,23445.67298936844,210000
110.830574,0.40315965,0.017343316,0.12143728,-100.02142,100.02142,0.82600194,-4.089387,-100.030426,-101.145454,39.00587,-28.108557,280.98593,110.782906,0.3819392,0.017582431,0.12929392,-99.85151,99.85151,1.5126903,-4.7511287,-99.868706,-101.170166,0.11662063341140746,24028.776193857193,215000
111.09676,0.44174802,0.017642306,0.13170852,-100.06963,100.06963,0.106249765,-16.356165,-100.05935,-101.229515,22.226973,-38.9074,243.06303,110.767456,0.41210207,0.017239125,0.13362199,-100.01188,100.01188,0.39330477,-3.8862004,-100.007225,-101.23471,0.11923546509742737,24624.953558921814,220000
111.320496,0.45640483,0.018098805,0.13683769,-100.00481,100.00481,0.9464608,-17.003263,-99.99375,-101.255066,39.858536,-15.979449,276.38733,111.30899,0.43533,0.017713156,0.13633028,-100.245766,100.245766,0.14144093,-14.119536,-100.25409,-101.17072,0.12325283417701721,25241.21776819229,225000
110.28613,0.40631902,0.016696967,0.1352045,-99.86163,99.86163,15.977373,-18.410511,-99.89269,-101.21194,32.074924,-39.632893,576.41846,111.15945,0.41829818,0.016576787,0.12913533,-100.795074,100.795074,0.02622398,-78.73593,-100.79069,-101.222015,0.11972926511764527,25839.864129066467,230000
110.4264,0.41280857,0.016621847,0.13099658,-100.04048,100.04048,0.4484411,-56.336834,-100.03265,-101.15424,22.578772,-12.938908,224.45174,111.51416,0.3794402,0.018263612,0.13446762,-100.17655,100.17655,1.7162572,-16.773373,-100.17163,-101.1511,0.1183881000995636,26431.804661750793,235000
110.94483,0.41986185,0.017835401,0.12411091,-99.82373,99.82373,0.12140337,-18.388107,-99.811356,-101.100334,24.122225,-15.195696,212.26848,110.59759,0.40037674,0.01664745,0.12664604,-100.20874,100.20874,0.17730404,-28.086273,-100.20514,-101.138695,0.11781184692382812,27020.863928556442,240000
111.95668,0.38931194,0.018468438,0.1258714,-100.486305,100.486305,0.19013955,-33.202377,-100.475204,-101.284325,76.00801,-30.990587,295.86453,111.09034,0.4106731,0.018524842,0.12826006,-99.56476,99.56476,3.257032,-8.199022,-99.57282,-101.35357,0.11554184741973877,27598.573199748993,245000
110.25916,0.34977472,0.015837802,0.12176904,-100.40671,100.40671,0.22082311,-43.13244,-100.41183,-101.129074,41.693714,-45.93901,258.31876,109.18409,0.432483,0.016750334,0.13370699,-98.70141,98.70141,0.83389413,-11.831606,-98.73234,-101.1243,0.1109908076763153,28153.52727842331,250000
